1;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Взвешенные частицы РМ2.5;0;0.49;37.66059235016695;55.7692907571419
1;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Взвешенные частицы РМ2.5;0;0.49;37.664818784513216;55.76514258963613
1;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Взвешенные частицы РМ2.5;0;0.49;37.671203396753015;55.76084219360368
1;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Взвешенные частицы РМ2.5;0;0.49;37.67151164049932;55.75458568801386
1;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Взвешенные частицы РМ2.5;0;0.49;37.68194284032842;55.751484593667016
1;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Взвешенные частицы РМ2.5;0;0.49;37.6849103367843;55.75786065787034
1;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Взвешенные частицы РМ2.5;0;0.49;37.67600784659041;55.765753388402885
1;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Взвешенные частицы РМ2.5;0;0.49;37.67265669714209;55.769307955747365
1;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Взвешенные частицы РМ2.5;0;0.49;37.666355931065624;55.77062655354118
1;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Взвешенные частицы РМ2.5;0;0.49;37.66059235016695;55.7692907571419
2;май.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ2.5 (суточные измерения);0;0.20;37.5616399306094;55.71685525755632
2;май.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ2.5 (суточные измерения);0;0.20;37.566000815687204;55.722624535052375
2;май.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ2.5 (суточные измерения);0;0.20;37.570175292364354;55.726222648354224
2;май.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ2.5 (суточные измерения);0;0.20;37.565001018411834;55.73331220512
2;май.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ2.5 (суточные измерения);0;0.20;37.56980166664448;55.74184134311224
2;май.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ2.5 (суточные измерения);0;0.20;37.562078884471134;55.74172384757057
2;май.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ2.5 (суточные измерения);0;0.20;37.55099501493936;55.73648461270432
2;май.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ2.5 (суточные измерения);0;0.20;37.54619436651646;55.7266123982819
2;май.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ2.5 (суточные измерения);0;0.20;37.55287352917097;55.72085245319332
2;май.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ2.5 (суточные измерения);0;0.20;37.5616399306094;55.71685525755632
3;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ2.5;0;0.28;37.626729769030135;55.69888810515798
3;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ2.5;0;0.28;37.63498760116019;55.707637125465794
3;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ2.5;0;0.28;37.63384125688657;55.715680297650835
3;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ2.5;0;0.28;37.61477025669575;55.720669754580825
3;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ2.5;0;0.28;37.597575092588386;55.72237189406417
3;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ2.5;0;0.28;37.5928855023779;55.71867404829425
3;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ2.5;0;0.28;37.59496976469319;55.71368433640896
3;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ2.5;0;0.28;37.5916748474057;55.70554579933719
3;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ2.5;0;0.28;37.592300125744885;55.69896877701365
3;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ2.5;0;0.28;37.6058871459081;55.69671509094292
3;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ2.5;0;0.28;37.626729769030135;55.69888810515798
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.5523668612029;55.668659824647904
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.54888956674438;55.67239510722658
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.54108380481438;55.67432158867649
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.52899606705182;55.66983942747058
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.53495714151029;55.66124718198134
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.52846998899986;55.65481597020769
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.55713955745827;55.64949069233927
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.571650481305824;55.64949923841979
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.588623027553325;55.650375138941
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.610698691404195;55.647029692454
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.60109473537304;55.662163745462266
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.60175707716783;55.66664678589373
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.58354267779691;55.668981499408005
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.576091332600754;55.67131607362862
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.57046142696976;55.6691682706319
4;янв.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ2.5;0;0.22;37.5523668612029;55.668659824647904
5;янв.22;Спартаковская площадь;Вблизи автомагистралей;Центральный административный округ;Басманный район;Взвешенные частицы РМ10;0;0.63;37.66439177883771;55.76548163297065
5;янв.22;Спартаковская площадь;Вблизи автомагистралей;Центральный административный округ;Басманный район;Взвешенные частицы РМ10;0;0.63;37.6707574386152;55.76239769749327
5;янв.22;Спартаковская площадь;Вблизи автомагистралей;Центральный административный округ;Басманный район;Взвешенные частицы РМ10;0;0.63;37.67570850733213;55.76538215498866
5;янв.22;Спартаковская площадь;Вблизи автомагистралей;Центральный административный округ;Басманный район;Взвешенные частицы РМ10;0;0.63;37.67659262674539;55.769162139889715
5;янв.22;Спартаковская площадь;Вблизи автомагистралей;Центральный административный округ;Басманный район;Взвешенные частицы РМ10;0;0.63;37.67694627451138;55.774632521577615
5;янв.22;Спартаковская площадь;Вблизи автомагистралей;Центральный административный округ;Басманный район;Взвешенные частицы РМ10;0;0.63;37.67535485956611;55.77801382810097
5;янв.22;Спартаковская площадь;Вблизи автомагистралей;Центральный административный округ;Басманный район;Взвешенные частицы РМ10;0;0.63;37.668635552022664;55.77652211138604
5;янв.22;Спартаковская площадь;Вблизи автомагистралей;Центральный административный округ;Басманный район;Взвешенные частицы РМ10;0;0.63;37.6707574386152;55.77373742074474
5;янв.22;Спартаковская площадь;Вблизи автомагистралей;Центральный административный округ;Басманный район;Взвешенные частицы РМ10;0;0.63;37.670226966967874;55.770355743191146
5;янв.22;Спартаковская площадь;Вблизи автомагистралей;Центральный административный округ;Басманный район;Взвешенные частицы РМ10;0;0.63;37.6652758982527;55.76906267129806
5;янв.22;Спартаковская площадь;Вблизи автомагистралей;Центральный административный округ;Басманный район;Взвешенные частицы РМ10;0;0.63;37.66439177883771;55.76548163297065
6;мар.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ10;0;0.5;37.57171060693884;55.724487055961276
6;мар.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ10;0;0.5;37.58069385217678;55.725388825179095
6;мар.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ10;0;0.5;37.57985097951848;55.726654596957644
6;мар.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ10;0;0.5;37.58013193707035;55.731400875690014
6;мар.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ10;0;0.5;37.58631300323145;55.73677929408524
6;мар.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ10;0;0.5;37.58575108812644;55.74104986314629
6;мар.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ10;0;0.5;37.5820986390527;55.7419988141792
6;мар.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ10;0;0.5;37.580974808841205;55.73851921111054
6;мар.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ10;0;0.5;37.57563661533973;55.7328246459432
6;мар.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ10;0;0.5;37.570867735895064;55.729708222151004
6;мар.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Взвешенные частицы РМ10;0;0.5;37.57171060693884;55.724487055961276
7;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ10;0;0.22;37.61722573048581;55.706761532964265
7;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ10;0;0.22;37.61441615495775;55.71309300026883
7;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ10;0;0.22;37.61160657943108;55.71942344157506
7;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ10;0;0.22;37.60402072550659;55.72053116332509
7;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ10;0;0.22;37.60992083411449;55.71610008781292
7;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ10;0;0.22;37.610763706772815;55.71135194904289
7;янв.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Взвешенные частицы РМ10;0;0.22;37.61722573048581;55.706761532964265
8;июн.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ10;0;0.22;37.53469925765418;55.65578597566687
8;июн.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ10;0;0.22;37.55316164236248;55.65645525820307
8;июн.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ10;0;0.22;37.55272327565302;55.665267115629746
8;июн.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ10;0;0.22;37.5566139471681;55.671633362770905
8;июн.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ10;0;0.22;37.554366286712536;55.6814555206698
8;июн.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ10;0;0.22;37.545937559765065;55.67496049909789
8;июн.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ10;0;0.22;37.5442518144485;55.66783057522596
8;июн.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ10;0;0.22;37.543127984237;55.66165025685916
8;июн.22;Черемушки;Жилые территории;Юго-Западный административный округ;Академический район;Взвешенные частицы РМ10;0;0.22;37.53469925765418;55.65578597566687
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.66815994750732;55.764672792245364
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.66844571054207;55.76370817021143
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.6714335107431;55.76329588132475
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.67329097048662;55.763697814321944
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.67529131174916;55.76474282072357
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.67700589003232;55.76498397205776
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.67895608542679;55.76593445707775
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.67862017636085;55.76664377933855
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.67833441332442;55.767849462366314
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.67647695358082;55.76817097154321
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.67447661231827;55.767929839909186
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.67461949383724;55.76680453922978
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.6734764416303;55.76624187670444
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.66953710172194;55.76585722488133
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.667822523494834;55.7656964610843
9;янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Метан;0.02;0;37.66815994750732;55.764672792245364
10;сен.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Метан;0.07;0;37.60541216231775;55.76744797164781
10;сен.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Метан;0.07;0;37.60406289753078;55.76422194707084
10;сен.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Метан;0.07;0;37.60541216231775;55.76545545857567
10;сен.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Метан;0.07;0;37.60574947851484;55.76640428702402
10;сен.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Метан;0.07;0;37.60541216231775;55.76744797164781
11;янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Метан;0.81;0;37.56545563080505;55.72336571052429
11;янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Метан;0.81;0;37.57310661882008;55.72597516321949
11;янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Метан;0.81;0;37.573934210864934;55.72840257406091
11;янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Метан;0.81;0;37.57564878917779;55.73018084055687
11;янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Метан;0.81;0;37.57602886336099;55.73326218219856
11;янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Метан;0.81;0;37.57874361221681;55.73631912150395
